project title,tagline,description,ideas,technologies,topics,contributor_guidance,url
libcamera,Provide an open source camera stack for linux,"Cameras are complex devices that need heavy hardware image processing operations. Control of the processing is based on advanced algorithms that must run on a programmable processor. This has traditionally been implemented in a dedicated MCU in the camera, but in embedded devices, algorithms have been moved to the main CPU to save cost. Blurring the boundary between camera devices and Linux often left the user with no other option than a vendor-specific closed-source solution. To address this problem the Linux media community is collaborating with the industry to develop a camera stack that is open-source-friendly while still protecting vendor core IP. libcamera was born out of that collaboration and offers modern camera support to Linux-based systems, including traditional Linux distributions, ChromeOS and Android.",https://libcamera.org/open-projects.html,"c/c++, linux kernel, qt5, gstreamer, v4l2","camera, image prcessing",https://libcamera.org/gsoc-application-guide.html#gsoc-application-guide,https://summerofcode.withgoogle.com/programs/2023/organizations/libcamera
rocket.chat,Open source communications platform for the AI age,"Open source team chat and communications platform Rocket.Chat is one of the largest active open source (permissive MIT license) nodeJS communications platform communities on GitHub, connecting 2,500+ global community contributors (across projects) from 30+ countries, with 41,700+ GitHub stars, 11,100 forks, 1,005+ total releases and 15,100+ issues since inception in 2015. Rocket.Chat is a team chat platform written in full-stack Typescript. It offers a fully featured team chat experience on modern browsers, comparable to Slack and Microsoft Teams. Mobile and desktop clients run on iOS, Android, Mac, Windows, and Linux. The server can scale from a small family messaging server for 5 users on a Raspberry Pi 5, to clustered micro-services configuration that can support hundred thousands of users. On-premises Rocket.Chat can ensure 100% complete security and privacy of your valuable communications/data. Rocket.Chat is now installed on over 500k servers and counts over 12m users worldwide. Federated communication support extends our reach exponentially. Users can set up Rocket.Chat on cloud or by hosting their own servers on-premises. Thanks to its extension support via Rocket.Chat Apps, and rich APIs, startups and innovators have customized Rocket.Chat into new products and services. Omnichannel extends reach to wherever user may be including WhatsApp, Instagram, Facebook Messenger and more. Increasingly, innovators in Generative AI and LLM app developers are launching their concepts on the Rocket.Chat platform to keep all data flows and communications 100% private and secure. Rocket.Chat has won multiple prizes such as a 2016 Bossie Award for Best Open Source Application and first prize in the 2017 edition of All Things Open’s Startup Competition. Rocket.Chat's community interacts 24 x 7 at the community Rocket.Chat server https://open.rocket.chat since 2015.",https://github.com/RocketChat/google-summer-of-code/blob/main/google-summer-of-code-2025.md#-project-ideas,"javascript, typescript, node, LLM, generative ai","communications, messaging, group chat, Team Collaboration, Chat platform",https://github.com/RocketChat/google-summer-of-code/blob/main/google-summer-of-code-2025.md#how-to-apply,https://summerofcode.withgoogle.com/programs/2023/organizations/rocketchat
SCoRe Lab,SCORE Lab develops FOSS softwares for everyone!!!,"The SCORE Lab has conducted research covering various aspects of security, artificial intelligence, mobile applications, cloud, blockchain and software tools. The goal of our research is to generate computing solutions by identifying low-cost methodologies and strategies that lead to sustainability. At present, the SCORE Lab is at a stage of its evolution in which it has been able to secure high donor confidence as evidenced by simultaneous foreign-funded projects. SCORE Lab studies and produces sustainable computing solutions with respect to low-cost computing and communication foundations in the developing and emerging regions in the world. We have developed several affordable and sustainable ICT solutions especially focusing on the requirements in the developing region. These solutions are briefly described in the projects section.",https://github.com/scorelab,"python, java, go, nodejs, reactjs","security, machine learning, cloud, ai",https://docs.google.com/document/d/e/2PACX-1vREmzfBRMW1QmehqstK9v094j1t6IvPA5qbvj8MOV7x2wQETcn-AsnhzCaOuO12ltltwBh_cpoRj7pi/pub,https://summerofcode.withgoogle.com/programs/2023/organizations/score-lab
Micro Electronics Research Lab - UITU,Accelerating Engineering Innovation,"A non-profit organization fostering research on IoT, AI and ML based architectures leveraging the open-source RISC-V ISA. The main purpose of this Lab is to train undergraduate students for future Silicon industry.",https://github.com/merledu/Google-Summer-of-Code/wiki/GSoC'25-Project-Ideas-List,"RISCV, Processor, Hardware, systemonchip, memory","iot, embedded, Processor, System on Chip, RISC-V",https://github.com/merledu/Google-Summer-of-Code/wiki/GSoC-Proposal-Template,https://summerofcode.withgoogle.com/programs/2023/organizations/micro-electronics-research-lab-uitu
Gentoo Foundation,"A flexible, source-based Linux distribution.","Every user has work they need to do. The goal of Gentoo is to design tools and systems that allow a user to do that work as pleasantly and efficiently as possible, as they see fit. Our tools should be a joy to use, and should help the user to appreciate the richness of the Linux and free software community, and the flexibility of free software. This is only possible when the tool is designed to reflect and transmit the will of the user, and leave the possibilities open as to the final form of the raw materials (the source code.) If the tool forces the user to do things a particular way, then the tool is working against, rather than for, the user. We have all experienced situations where tools seem to be imposing their respective wills on us. This is backwards, and contrary to the Gentoo philosophy. Put another way, the Gentoo philosophy is to create better tools. When a tool is doing its job perfectly, you might not even be very aware of its presence, because it does not interfere and make its presence known, nor does it force you to interact with it when you don’t want it to. The tool serves the user rather than the user serving the tool. The goal of Gentoo is to strive to create near-ideal tools. Tools that can accommodate the needs of many different users all with divergent goals. Don’t you love it when you find a tool that does exactly what you want to do? Doesn’t it feel great? Our mission is to give that sensation to as many people as possible.",https://wiki.gentoo.org/wiki/Google_Summer_of_Code/2024/Ideas,"c, python, shell, linux, bash","operating systems, security, embedded, init, package",https://wiki.gentoo.org/wiki/Google_Summer_of_Code/2023/Application_Guidelines,https://summerofcode.withgoogle.com/programs/2023/organizations/gentoo-foundation
GNOME Foundation,A diverse and sustainable free software desktop.,The GNOME Foundation is a non-profit organization that believes in a world where everyone is empowered by technology they can trust. We do this by building a diverse and sustainable free software personal computing ecosystem.,https://gsoc.gnome.org/2025/,"c, linux, rust, gtk, Flatpak","operating systems, desktop, graphics, open source, apps",https://gsoc.gnome.org/,https://summerofcode.withgoogle.com/programs/2023/organizations/gnome-foundation
Apache Software Foundation,Open source software to the public free of charge,"The Foundation provides an established framework for intellectual property and financial contributions that simultaneously limits contributors potential legal exposure. Through a collaborative and meritocratic development process, Apache projects deliver enterprise-grade, freely available software products that attract large communities of users. The pragmatic Apache License makes it easy for all users, commercial and individual, to deploy Apache products.",https://s.apache.org/gsoc2025ideas,"c, java, c++","big data, cloud, libraries, other",https://community.apache.org/gsoc/,https://summerofcode.withgoogle.com/programs/2023/organizations/apache-software-foundation
Unikraft,A Fast and Secure Unikernel SDK,"Unikraft is a fast, secure and open-source Unikernel Development Kit. By tailoring the operating system, libraries and configuration to the particular needs of your application, it vastly reduces virtual machine and container image sizes to a few KBs, provides blazing performance, and drastically cuts down your software stack’s attack surface. Unikraft is developed in the spirit of open source: public discussions on Discord, open source licensing model using BSD-3-Clause, public development and management on GitHub. It does so in the context of a vibrant community consisting of highly skilled software engineers, researchers, teachers, students and hobbyists. Periodic meetings, hackathons and a consistent presence in open source events are central to the well functioning of the community. We use guidelines for development and maintenance to ensure the creation of high quality code. Public releases are planned to happen once every two months. In general, we aim for a public release to happen at the last Monday of each odd month (January, March, May, etc.) We welcome contributors and users on Discord and on GitHub. If you are looking for a fun technical project in the area of operating systems, virtualization, come aboard on Discord.",https://github.com/unikraft/gsoc/blob/staging/gsoc-2025/ideas.md,"c, xen, golang, kvm, assembly language","virtualization, cloud, software reuse, software configurability",https://unikraft.org/docs/contributing/,https://summerofcode.withgoogle.com/programs/2023/organizations/unikraft
Django Software Foundation,Web framework for perfectionists with deadlines,"Django is a high-level Python Web framework originally developed at the Lawrence-Journal World. Django was designed to handle two challenges: the intensive deadlines of a newsroom and the stringent requirements of the experienced Web developers who wrote it. It lets you build high-performing, elegant Web applications quickly.",https://code.djangoproject.com/wiki/SummerOfCode2025,"python, django","web, python",https://code.djangoproject.com/wiki/SummerOfCode2025,https://summerofcode.withgoogle.com/programs/2023/organizations/django-software-foundation-8o
ScummVM,Adventure and RPG preservation project,"ScummVM is a game preservation project with a quickly growing code base since more than 20 years. Originally focused on 2D Point&Click adventure games, its scope widened in 2016 to RPG thanks to successful GSoC students and to 3D games in 2020 after the merge with its sister project, ResidualVM. The purpose is only to replace the game executable, not to enhance or replace the game assets.",https://www.scummvm.org/gsoc-2025-ideas,"python, opengl, c++, assembly, php","games, game engines, software preservation, software archeology",https://wiki.scummvm.org/index.php/GSoC_Application,https://summerofcode.withgoogle.com/programs/2023/organizations/scummvm
OpenWISP,The Hackable Network Management System,"OpenWISP is an open source network management system which runs on low cost hardware and can be used to manage networks: from public wifi, university wifi, to mesh networks and IoT.",https://openwisp.io/docs/dev/developer/gsoc-ideas-2025.html,"python, javascript, django, lua, openwrt","networking, network management system, wifi, vpn, sdn",https://openwisp.io/docs/developer/contributing.html,https://summerofcode.withgoogle.com/programs/2023/organizations/openwisp
Red Hen Lab,Research on Multimodal Communication,"Red Hen Lab is an international distributed cooperative of researchers in multimodal communication. We are senior professors at major research universities, senior developers in technology corporations. We also include junior professors, postdoctoral students, graduate students, undergraduate students, and even a few advanced high school students. Red Hen works in AI, Natural Language Processing, ASR, audio parsing, gesture analysis, media analysis, computer vision, and multimodal analysis. Red Hen's multimodal communication research involves locating, identifying, and characterizing auditory and visual elements in videos and pictures. We may provide annotated clips or images and present the challenge of developing the machine learning tools to find additional instances in a much larger dataset. Some examples are gestures, eye movements, and tone of voice. We favor projects that combine more than one modality, but have a clear communicative function—an example would be floor-holding techniques. Once a feature has been successfully identified in our full dataset of several hundred thousand hours of news videos, cognitive linguists, communication scholars, and political scientists can use this information to study higher-level phenomena in language, culture, and politics and develop a better understanding of the full spectrum of human communication. Our dataset is recorded in a large number of languages, giving Red Hen a global perspective. See our Ideas Page for GSoC2024. Red Hen Lab is directed jointly by Francis Steen (UCLA) and Mark Turner (Case Western Reserve University).",https://www.redhenlab.org/summer-of-code/red-hen-lab-gsoc-2025-ideas,"python, machine learning, nlp, ai, data science","data science, ai, language, multimodal communication, gesture",https://www.redhenlab.org/summer-of-code/red-hen-lab-gsoc-2025-ideas,https://summerofcode.withgoogle.com/programs/2023/organizations/red-hen-lab
coreboot,"Fast, secure and flexible BIOS firmware","coreboot provides a fast, reliable, secure, and predictable boot-firmware solution for numerous modern and legacy chipsets. There are millions of devices running coreboot, including Google Chromebooks and Chromeboxes, and it runs in many datacenters. In 2021, coreboot.org had over 300 active developers, and over 6000 commits. The coreboot project believes in the principles of Open Source software. It borrows many well known concepts from other Open Source projects: Kconfig, Linux kernel coding style, git repository, and Gerrit for code reviews. coreboot has numerous advantages over other firmware projects. It comes with SoC support available to all developers. The codebase is shared with developers and companies which are helping to improve the SoC and driver-specific implementations. ** Extremely fast ** - coreboot is designed to do the minimum amount necessary and get out of the way. - Desktop and Notebooks boot up in 400ms - 2.5s. - Server boot time can be as low as a quarter of the OEM BIOS boot time. ** Flexible and customizable ** - Because coreboot only does hardware init, then jumps to a payload to continue, it is very flexible. - GPLv2 licensed core. Payloads can be proprietary and we offer a BSD licensed support library. coreboot provides ready-to-build payloads like UEFI, SeaBIOS, U-Boot, Grub2 and many more. - Recovery Mode based on multiple copies of the firmware which can be updated independently. - Integrity of stages and binaries in coreboot can be easily verified. - Designed for security by default. - Uses a minimal trusted computing base for each platform which is easily auditable, helping to guarantee security. As coreboot is Open Source, anyone can check the codebase. ** Debugging ** - There are multiple ways to extract the boot log, from classic serial to EHCI debug, even over the pc-speaker. - GDB Stub support via serial. - In memory console log support. - Tracing functions and other exotic features are supported.",https://doc.coreboot.org/contributing/project_ideas.html,"c, assembly, arm, x86","hardware, drivers, firmware, boot loader, BIOS",https://doc.coreboot.org/contributing/gsoc.html,https://summerofcode.withgoogle.com/programs/2023/organizations/coreboot
Ste||ar group,Shaping a Scalable Future,"The STE||AR Group is an international team of researchers who understand that a new approach to parallel computation is needed. Our work is crafted around the idea that we need to invent new ways to more efficiently use the resources that we have and use the knowledge that we gain to help guide the creation of the machines of tomorrow. This organization aims to support, coordinate, and distribute research done in this area by creating a marketplace of ideas where concepts are debated and solutions are transparently developed.",https://github.com/STEllAR-GROUP/hpx/wiki/Google-Summer-of-Code-%28GSoC%29-2025#2025-hpx-project-ideas,"c++, hpc","library, optimization, parallel algorithms, hpx, application",https://github.com/STEllAR-GROUP/hpx/wiki/GSoC-Submission-Template,https://summerofcode.withgoogle.com/programs/2023/organizations/stear-group
Postman,The Future is API-First,Postman is an API platform for building and using APIs. Postman simplifies each step of the API lifecycle and streamlines collaboration so you can create better APIs—faster.,https://github.com/postman-open-technologies/gsoc-2024,"javascript, api, openapi, AsyncAPI, JSON Schema","testing, api, automation, documentation, data",https://github.com/postman-open-technologies/gsoc-2024,https://summerofcode.withgoogle.com/programs/2023/organizations/postman
Creative Commons,Nonprofit building a global digital commons.,"Creative Commons (CC) is a United States-based nonprofit 501(c)3 organization that provides open content copyright licenses, public domain tools, and resources on copyright and information literacy in the digital age. Our free, easy-to-use copyright licenses provide a simple, standardized way for all creators, authors, and producers of knowledge assets and cultural works to give the public permission to share and use their works on conditions of their choice. CC licenses work in tandem with copyright, allowing creators to easily and legally change copyright terms from the default of “all rights reserved” to “some rights reserved” to best suit their needs. In addition to the ongoing development and improvement of legal and technical tools for sharing, CC runs programs to put these tools into use in the world, and to mainstream open access, broad sharing, and reuse of creative works and knowledge assets. CC’s programmatic work encompasses outreach, trainings, partnerships, and much more, targeted to achieve measurable impact in improving affordable access to and enhancing reuse of content by anyone, anywhere, towards a more informed, culturally enriched, and productive society. All of CC’s work is amplified by a diverse and global network of volunteer affiliate groups.",https://opensource.creativecommons.org/programs/project-ideas/,"python, javascript, php, css, wordpress","web, nonprofit, copyleft, creative commons, legal",https://opensource.creativecommons.org/programs/applicant-guide/,https://summerofcode.withgoogle.com/programs/2023/organizations/creative-commons
Haiku,Operating system that targets personal computing.,"Haiku is a fast, efficient, easy to use and lean open source operating system inspired by the BeOS that specifically targets personal computing. Haiku is not a Linux distribution, nor does it use the Linux kernel. Haiku is the spiritual successor to BeOS and it is derived from the NewOS kernel, which was authored by Travis Geiselbrecht (geist), who was formerly employed by Be Inc. — the developers of BeOS. Linux-based distributions stack up software – the Linux kernel, the X Window System, and various DEs with disparate toolkits such as GTK+ and Qt – that do not necessarily share the same guidelines and/or goals. This lack of consistency and overall vision manifests itself in increased complexity, insufficient integration, and inefficient solutions, making the use of your computer more complicated than it should actually be. Instead, Haiku has a single focus on personal computing and is driven by a unified vision for the whole OS. That, we believe, enables Haiku to provide a leaner, cleaner and more efficient system capable of providing a better user experience that is simple and uniform throughout.",https://www.haiku-os.org/community/gsoc/2025/ideas,"c++, posix, unix","desktop, kernel, network, media, gui",https://www.haiku-os.org/community/gsoc/2025/contributors,https://summerofcode.withgoogle.com/programs/2023/organizations/haiku
libssh,The SSH library,"This project is for programmers needing a working SSH implementation by the mean of a library. The complete control of the client is made by the programmer. With libssh, you can remotely execute programs, transfer files, use a secure and transparent tunnel for your remote programs. With its Secure FTP implementation, you can play with remote files easily, without third-party programs others than libcrypto (from openssl), libgcrypt or mbedTLS.",https://www.libssh.org/development/google-summer-of-code/,"c, git, ci, ssh, sftp","security, cryptography",https://www.libssh.org/development/google-summer-of-code/,https://summerofcode.withgoogle.com/programs/2023/organizations/libssh
Processing Foundation,To empower all people to learn to program,"Our mission is to promote software learning within the arts, artistic learning within technology-related fields, and to celebrate the diverse communities that make these fields vibrant, liberatory, and innovative. Our goal is to support people of all backgrounds in learning how to program and make creative work with code, especially those who might not otherwise have access to tools and resources. We also believe that some of the most radical futures and innovative technologies are being built by communities that have been pushed to the margins by dominant tech. We hope to support those who have been marginalized by technology in continued self-determination by providing time, space, and resources. We work toward our goals by developing and distributing a group of related software projects, which includes Processing (Java), p5.js (JavaScript), and p5.js Editor (JavaScript), and by facilitating partnerships and collaborations with allied organizations and individuals to build a more diverse community around software and the arts.",https://github.com/processing/Processing-Foundation-GSoC/wiki/Project-Ideas-List-(GSoC-2025),"javascript, java, typescript, webgl, GitHub Actions","education, web, graphics, creative coding, design",https://github.com/processing/Processing-Foundation-GSoC,https://summerofcode.withgoogle.com/programs/2023/organizations/processing-foundation
RTEMS Project,A real-time operating system for Earth & Space,"RTEMS (Real-Time Executive for Multiprocessor Systems) is a free real-time operating system (RTOS) designed for deeply embedded systems such as automobile electronics, robotic controllers, and on-board satellite instruments. RTEMS is free open source software that supports multi-processor systems for over a dozen CPU architectures and over 150 specific system boards. In addition, RTEMS is designed to support embedded applications with the most stringent real-time requirements while being compatible with open standards such as POSIX. RTEMS includes optional functional features such as TCP/IP and file systems while still offering minimum executable sizes under 20 KB in useful configurations. The RTEMS Project is the collection of individuals, companies, universities, and research institutions that collectively maintain and enhance the RTEMS software base. As a community, we are proud to be popular in the space application software and experimental physics communities. RTEMS has been to Venus, circles Mars, is aboard Curiosity, is in the asteroid belt, is on its way to Jupiter, and is circling the sun. It is in use in many high energy physics research labs around the world. There are many RTEMS users who do not belong to the space or physics communities, but our small part in contributing to basic scientific knowledge makes us proud.",https://projects.rtems.org/gsoc/,"python, c/c++, assembly, posix","kernel, embedded, real-time, multicore, rtos",https://projects.rtems.org/gsoc/,https://summerofcode.withgoogle.com/programs/2023/organizations/rtems-project
The Mifos Initiative,End Poverty One Line of Code at a Time,"We are a global 501(c)3 fintech non-profit leveraging the cloud, mobile & open source community to democratize financial services worldwide and digitally transform the world’s 3 billion poor and underbanked. Mifos has pioneered open source banking technology for the past fifteen years transforming the entire sector at each major stage of evolution from microfinance to financial inclusion to digital financial services and now embedded finance. Mifos guides the open source community, steers the roadmap, and stewards the vibrant ecosystem of organizations building solutions on its open platform. Our building blocks for banking, recognized as digital public goods, make core banking commoditized infrastructure, empowering any organization, anywhere to embed any financial service to any customer via any channel. These building blocks provide the common functionalities for creating customers, managing wallets, savings and loan accounts, orchestrating payments, and maintaining the financial ledger & reports. More than 65 million clients are reached by 500+ financial institutions across 70 countries using solutions powered by our APIs.",https://mifosforge.jira.com/wiki/spaces/RES/pages/4271669249/Google+Summer+of+Code+2025+Ideas,"android, java, kotlin, spring, angular","artificial intelligence, cloud, fintech, financial inclusion, mobile banking",https://mifosforge.jira.com/wiki/spaces/RES/pages/4456638/Application+Template,https://summerofcode.withgoogle.com/programs/2023/organizations/the-mifos-initiative
The NetBSD Foundation,Of course it runs NetBSD,"NetBSD is a free, fast, secure, and highly portable Unix-like Open Source operating system. It is available for a wide range of platforms, from large-scale servers and powerful desktop systems to handheld and embedded devices. Its clean design and advanced features make it excellent for use in both production and research environments, and the source code is freely available under a business-friendly license. NetBSD is developed and supported by a large and vivid international community. Many applications are readily available through pkgsrc, the NetBSD Packages Collection.",https://wiki.netbsd.org/projects/gsoc/,"c, shell script, make, unix, bsd","kernel, packaging, userland, unix, bsd",https://wiki.netbsd.org/projects/gsoc/,https://summerofcode.withgoogle.com/programs/2023/organizations/the-netbsd-foundation
Jina AI,"Multimodal AI from the community, for everyone","🚀 With GPT-4, multimodal AI is coming! Jina AI empowers businesses and developers to create top-notch multimodal AI services. 🌐 Join our inclusive community for GSoC tasks and work with cutting-edge techs like LMOps and MLOps. 📎 https://jina.ai/community/ 👭 We will host a GSoC x Jina AI webinar on March 23rd, 14:00-15:00 PM (CET). Join us as our experienced mentors provide an in-depth overview of their GSoC projects and answer any questions you have about the project requirements and expectations. 🔮 https://www.meetup.com/jina-community-meetup/events/292210036/",https://github.com/jina-ai/GSoC,"python, machine learning, microservices, data science, Multimodel AI","cloud native, neural search, generative AI, Python MLOps Framework, Mulitmodel Data",https://github.com/jina-ai/GSoC,https://summerofcode.withgoogle.com/programs/2023/organizations/jina-ai-sb
INCF,An open & FAIR neuroscience standards organization,"The International Neuroinformatics Coordinating Facility (INCF; www.incf.org) is an international organization launched in 2005, following a proposal from the Global Science Forum of the OECD. INCF was established to facilitate and promote the sharing of data and computing resources in the international neuroscience community. A larger objective of INCF is to help develop scalable, portable, and extensible applications that can be used by neuroscience laboratories worldwide. The mission of INCF is to make neuroscience FAIR (Findable, Accessible, Interoperable and Reusable) by sharing and integrating neuroscience data and knowledge worldwide. We foster scientific community collaboration to develop standards for data sharing, analysis modeling and simulation in order to catalyze insights into brain function in health and disease. INCF activities are open to all who can contribute to neuroinformatics at the international level. We have a global community of neuroscience researchers working on new and improved tools for all of neuroscience – enabling other researchers to make more and faster discoveries, and improving our understanding of the brain.",https://docs.google.com/document/d/1T7U4nYFbVbZuIUw_2bB89YASj-ra26hRNtG2a20Gjlw/edit?tab=t.0,"python, javascript, java, c++, gpu","machine learning, data visualization, neuroscience, brain modelling, neuroimage processing",https://docs.google.com/document/d/16H8MlUl_0EbhL1IC4ddRZKYeMAd9JtAHCuxY5piZOGc/,https://summerofcode.withgoogle.com/programs/2023/organizations/incf
Pharo Consortium,Modern and immersive programming language,"Pharo is a dynamic, purely object-oriented programming language (where everything is an object) that is inspired by Smalltalk. It also includes a powerful IDE that focuses on simplicity and quick feedback. Its entire syntax can fit on a postcard, and you can code directly in the debugger. Pharo has useful tools that help you work efficiently. The goal of Pharo is to provide a clean, innovative, free, and open-source environment. With a stable and small core system, great development tools, and regular updates, Pharo is a good choice for building and running important applications. Pharo supports a healthy community made up of both private and commercial contributors who help improve and maintain the core system and its external packages.",https://gsoc.pharo.org/ideas,"git, smalltalk, pharo, spec, SUnit","machine learning, programming languages, virtual machines, Modelling, Live music",https://gsoc.pharo.org/,https://summerofcode.withgoogle.com/programs/2023/organizations/pharo-consortium
International Catrobat Association,Free visual coding apps for computational thinking,"Computational thinking for all with free visual coding apps The Catrobat project develops useful frameworks to create games, animations, or apps easily within a short time. This set of mobile creativity tools for smartphones is inspired by the well-known Scratch framework by the Lifelong Kindergarten Group at the MIT Media Lab. The motivation behind the project is that programming is an important cultural technique on the same level as mathematics and physics, from a practical as well as from a philosophical point of view. Our aim thus is to popularize the skills needed to program from an early age in a fun and engaging way that will facilitate the spread of its adoption among young people all over the world. Our awarded Android app “Pocket Code” is currently the most famous outcome of the project. Without the need for any further devices, users have the possibility to create their first program directly on their mobile device in just a few steps using visual ""Bricks"". Pocket Code supports all common device sensors, provides special ""Bricks"" for different robotic devices (Lego Mindstorms, Robotix Phiro, etc.) as well as for hardware devices such as the Arduino board or the Raspberry Pi, and of course offers elements of programming languages such as variables, if-statements, concurrency, etc. We also work on ""Pocket Code"" for iOS and on a large number of extensions. That’s why developers of different fields help us to keep our products up-to-date to meet the current needs of our users. Motivated by prizes (such as the Lovie Award, the Austrian National Innovation Award or the Re-Imagine Education Award) and being featured by different programs (like Google Play for Education or code.org), our team is working on many different subprojects and extensions. Over 500 developers already contributed to our project on different topics such as app development, web technologies, graphics, usability, internationalization, or design.",https://developer.catrobat.org/pages/development/google-summer-of-code/2025/,"javascript, swift, kotlin, php, flutter","education, visual programming, mobile programming, game engines, creativity tools",https://docs.google.com/document/d/1vOGY2C80raXLV6RVRHXoqiAhcnBJFeZdU8wqMm-Rgo0/edit?usp=sharing,https://summerofcode.withgoogle.com/programs/2023/organizations/international-catrobat-association
mlpack,"a fast, flexible machine learning library","mlpack is an intuitive, fast, and flexible C++ machine learning library with bindings to other languages. It is meant to be a machine learning analog to LAPACK, and aims to implement a wide array of machine learning methods and functions as a ""swiss army knife"" for machine learning researchers. In addition to its powerful C++ interface, mlpack also provides command-line programs and Python bindings, as well as bindings to other languages.",https://github.com/mlpack/mlpack/wiki/SummerOfCodeIdeas,"c++, C++ template metaprogramming","machine learning, embedded, ai, deep learning, Neural networks",https://github.com/mlpack/mlpack/wiki/Google-Summer-of-Code-Application-Guide,https://summerofcode.withgoogle.com/programs/2023/organizations/mlpack
CHIPS Alliance,"Open source IP, tools & standards for ASIC/FPGA","CHIPS Alliance develops high-quality, open source hardware components and tooling for silicon devices and FPGAs. By creating an open and collaborative environment, shared infrastructure, processes, legal support and governance, CHIPS Alliance shares resources to lower the cost of development and increase confidence in high-quality open source building blocks it helps manage. Within CHIPS Alliance's workgroups covering areas such as Analog, FPGA, ASIC design tools, Chisel, Interconnects and Cores, companies and individuals can work together to develop open source IP, tools and standards. CHIPS Alliance is open to all organizations who are interested in collaborating on open source hardware or software tools to accelerate the creation of more efficient and innovative chip designs.",https://github.com/chipsalliance/ideas/blob/main/gsoc-2024-ideas.md,"fpga, chisel, risc-v, systemverilog, ASIC","soc, IP cores, ASIC design, HDL, chiplets",https://github.com/chipsalliance/ideas/blob/main/summer-of-code.md,https://summerofcode.withgoogle.com/programs/2023/organizations/chips-alliance
AFLplusplus,State of the art fuzzing for better security,"We are dedicated to provide the most effective fuzzing frameworks. Our work includes AFL++, the most effective and flexible fuzzer, and libafl, a library to build your own fuzzer with the most modern techniques and technologies.",https://github.com/AFLplusplus/LibAFL/issues/2992,"llvm, rust, fuzzing, qemu","fuzzing, ci",https://github.com/AFLplusplus/LibAFL/blob/main/CONTRIBUTING.md,https://summerofcode.withgoogle.com/programs/2023/organizations/aflplusplus
SageMath,Open-source mathematics software system,"Mathematicians, scientists, researchers, and students need a powerful tool for their work or study. SageMath is a freely available open-source mathematical software system bundling the functionality of many software libraries, exposing their features in a common interface and extending on top of this with its own powerful algorithms. By leveraging the flexibility and universality of the underlying Python interpreter, SageMath is able to accommodate for a vast range of their requirements. The mission of SageMath is to create a viable open-source alternative to all major proprietary mathematical software systems. Python is the main programming language inside the SageMath library and also the language of choice for all interactions with the built-in objects and functions for expressing mathematical concepts and calculations. Besides a command-line and programming-library interface, its primary user interface is a dynamic self-hosted website. From the perspective of a user, the interface language is Python, but with a thin extension built directly on top of it. Almost all areas of mathematics are represented in SageMath, at various levels of sophistication. This includes symbolic calculus, 2D and 3D graphics, polynomials, graph theory, group theory, abstract algebra, combinatorics, cryptography, elliptic curves and modular forms, numerical mathematics, linear algebra and matrix calculations (over various rings), support for parallel computing, and a powerful coercion framework to “mix” elements from different sets for calculations. SageMath’s features also expand into neighboring fields like Statistics and Physics.",https://wiki.sagemath.org/GSoC/2025,"python, cython","mathematics, education, research",https://wiki.sagemath.org/GSoC/Contributors,https://summerofcode.withgoogle.com/programs/2023/organizations/sagemath
OpenMRS,"Write Code, Save Lives.","OpenMRS provides the foundational, electronic medical record technology for more than 6,500 health facilities in over 80 countries, touching and helping millions of patients throughout the world. The OpenMRS Community’s mission is to improve healthcare delivery in resource-constrained environments. We coordinate a global community that creates and sustains a robust, scalable, user-driven and open-source medical record platform and reference frontend application. We maintain a platform that countries and implementers use to create a customized EMR system in response to actual needs on the ground.",https://openmrs.atlassian.net/wiki/spaces/RES/pages/322404353/Summer+of+Code+2025,"mysql, javascript, java, reactjs, fhir","platform, frontend, Electronic Medical Record System, QA automation",https://wiki.openmrs.org/display/RES/GSoC+-+Proposal+Guidelines,https://summerofcode.withgoogle.com/programs/2023/organizations/openmrs
FreeType,FreeType is a software library to render fonts.,"FreeType is a freely available software library to render fonts. It is written in C, designed to be small, efficient, highly customizable, and portable while capable of producing high-quality output (glyph images) of most vector and bitmap font formats. Some products that use FreeType for rendering fonts on screen or on paper, either exclusively or partially: • GNU/Linux and other free Unix operating system derivates like FreeBSD or NetBSD; • iOS, Apple's mobile operating system for iPhones and iPads; • Android, Google's operating system for smartphones and tablet computers; • ChromeOS, Google's operating system for laptop computers; • ReactOS, a free open source operating system based on the best design principles found in the Windows NT architecture; • Ghostscript, a PostScript interpreter used in many printers. Counting the above products only, you get more than a *billion* devices that contain FreeType.",https://freetype.org/gsoc.html,"c, autotools, meson","library, rendering, fonts, opentype, truetype",https://freetype.org/gsoc.html,https://summerofcode.withgoogle.com/programs/2023/organizations/freetype
