project title,tagline,description,ideas,technologies,topics,contributor_guidance,url
Haiku,Operating system that targets personal computing.,"Haiku is a fast, efficient, easy to use and lean open source operating system inspired by the BeOS that specifically targets personal computing. Haiku is not a Linux distribution, nor does it use the Linux kernel. Haiku is the spiritual successor to BeOS and it is derived from the NewOS kernel, which was authored by Travis Geiselbrecht (geist), who was formerly employed by Be Inc. — the developers of BeOS. Linux-based distributions stack up software – the Linux kernel, the X Window System, and various DEs with disparate toolkits such as GTK+ and Qt – that do not necessarily share the same guidelines and/or goals. This lack of consistency and overall vision manifests itself in increased complexity, insufficient integration, and inefficient solutions, making the use of your computer more complicated than it should actually be. Instead, Haiku has a single focus on personal computing and is driven by a unified vision for the whole OS. That, we believe, enables Haiku to provide a leaner, cleaner and more efficient system capable of providing a better user experience that is simple and uniform throughout.",https://www.haiku-os.org/community/gsoc/2025/ideas,"c++, posix, unix","desktop, kernel, network, media, gui",https://www.haiku-os.org/community/gsoc/2025/contributors,https://summerofcode.withgoogle.com/programs/2024/organizations/haiku
The FreeBSD Project,An OS for servers to embedded devices,"FreeBSD is an operating system renowned for its advanced networking capabilities, robust security features, and exceptional performance. It is used across a wide spectrum of computing environments, ranging from the most heavily trafficked websites to desktop computers and embedded devices. Our source code is the foundation for well-known products such as the Sony PlayStation, Junos (the operating system powering Juniper routers), and elements of Apple's macOS. Additionally, FreeBSD runs on servers at Netflix that stream terabits of video content every second. The FreeBSD Project has a rich history spanning over 30 years, originating in 1993 but rooted in work from the Berkeley Computer Systems Research Group dating back to 1978. Over the years, our codebase has undergone continuous development and played an important role in developing essential software components used by numerous open-source projects. Examples include bsnmp, jemalloc, libarchive, and OpenPAM. FreeBSD maintains an active mentoring program to welcome new developers into our vibrant community. With approximately 300 developers with write access to our repositories and numerous other contributors, our community thrives on collaboration and shared expertise. Many of our past Google Summer of Code contributors have transitioned into becoming key members of the FreeBSD development team. Communication within the FreeBSD community occurs through various channels, including mailing lists, forums, blogs, IRC channels, and user groups, all listed on our main website.",https://wiki.freebsd.org/SummerOfCodeIdeas,"c, llvm, assembly, make, POSIX shell","virtualization, operating system, Embedded System",https://www.freebsd.org/projects/summerofcode/,https://summerofcode.withgoogle.com/programs/2024/organizations/the-freebsd-project
OpenCV,++ beneficial uses of computer vision in society,"OpenCV promotes the beneficial uses of computer vision in society primarily through maintaining a state-of-the-art open and free code base and via courseware, contests, workshops and conferences. OpenCV, the Open Source Computer Vision Library includes state of the art computer vision and deep learning algorithms (including running deep networks) and apps. It is professionally coded and optimized. It can be used in C++, Python, javascipt, Julia, Cuda, OpenCL and Matlab. It runs on: Android, iOS, Windows, Linux and MacOS and many embedded implementations such as Raspberry Pi, Movidius, and RISC-V.",https://github.com/opencv/opencv/wiki/GSoC_2025,"python, c++, deep learning, ai","robotics, computer vision, ai, deep learning",https://github.com/opencv/opencv/wiki/How_to_contribute,https://summerofcode.withgoogle.com/programs/2024/organizations/opencv
Inkscape,Draw freely!,"Inkscape is a free and open-source vector graphics editor used to create vector images, primarily in Scalable Vector Graphics (SVG) format",https://gitlab.com/inkscape/inkscape/-/blob/master/doc/gsoc/summerofcode.md,"python, c++, svg","web, graphics, design",https://gitlab.com/inkscape/inkscape/-/blob/master/doc/gsoc/summerofcode.md,https://summerofcode.withgoogle.com/programs/2024/organizations/inkscape
checkstyle,Helps to adheres of Java coding standard,Checkstyle is a development tool to help programmers write Java code that is easy to read and adheres to a coding standard. Our utility automates the process of checking Java code to spare humans of this boring (but important) task. This makes it ideal for projects that want to enforce a coding standard. Each and every check also forces our users who are not familiar with these standards to read them and makes them think about why these standards exist.,https://github.com/checkstyle/checkstyle/wiki/Checkstyle-GSoC-2025-Project-Ideas,"java, antlr, artificial-intelligence","static code analysis, code review tool, coding standards, coding conventions, artificial-intelligence",https://github.com/checkstyle/checkstyle/blob/master/.github/GSOC.md,https://summerofcode.withgoogle.com/programs/2024/organizations/checkstyle
The ENIGMA Team,A free rapid game development environment.,"ENIGMA is a game development environment comprising an IDE, Compiler, and Game Engine. ENIGMA is meant to be simple to learn and even simpler to work with. ENIGMA makes it refreshingly easy to stand up simple games. Recreating Atari Pong is a job for a handful of minutes. This is true in many modern engines, but unlike most, ENIGMA scales well to positively enormous games, as the engine (and ultimately, all user code) is written in C++. Users write code in EDL, a language similar to JavaScript (or, more to the point, Game Maker Language) which compiles intermediately to C++. The emitted C++ is optimized based on the game's asset usage, and the result is a C++ game project which can be built by any C++ compiler (we target Clang and GCC). This offers massive portability and library support. The compiler bundles a C++ parser which crawls the engine for definitions. This theoretically allows users to access library routines directly (e.g. OpenGL), though we recommend against this for portability reasons. This framework is another good surface for GSoC projects, though it's more advanced, so we've left it unexplored in our project ideas list. To really understand the utility of the project, consider a typical game, which uses ""rooms"" (a type of ENIGMA asset) to lay out instances of ""objects"" (game entity classes) visually. The objects contain code for specific events (such as step, draw, or keyboard) which can call out to scripts or begin timelines or start movement on paths. ENIGMA's compiler translates this to C++ and builds it against the engine after parsing both to learn how to integrate them.",https://enigma-dev.org/tracker/gsoc.php,"opengl, c++, qt5, recursive-descent","graphics, game development, compiler, programming, game design",,https://summerofcode.withgoogle.com/programs/2024/organizations/the-enigma-team
LibreCube Initiative,Open Source Space Exploration,"LibreCube develops an ecosystem of open source space technology for exploration systems. Our vision is to enable everyone to get involved in building systems for exploration using open source hardware and software. We believe that discovering new worlds and getting scientific insights should be a matter to all humankind. LibreCube is based on these three pillars: 1) Open Source: Everything we do at LibreCube is made available to the public free and open source. Also, we only use free and open source tools for our work – this way, really everyone can get involved! 2) Free and Open Standards: We rely on proven and tested standards for our system designs, with preference for standards from the space domain. 3) Reference Architecture: Defining a generic architecture of system that have standardized interfaces makes it possible to combine and re-use elements for various different mission applications.",https://librecube.org/google-summer-of-code/,"python, docker, raspberry pi, micropython","robotics, automation, ai, space, Rover",https://librecube.org/google-summer-of-code-proposal/,https://summerofcode.withgoogle.com/programs/2024/organizations/librecube-initiative
XMPP Standards Foundation,XSF develops an open-standard messaging protocol,"The XMPP Standards Foundation (XSF) is an independent, nonprofit standards development organization with the mission to build an open, secure, feature-rich, federated infrastructure for real-time communication and collaboration over the Internet. We seek to achieve that goal by developing the world’s best open protocols for instant messaging, presence, and other forms of near-real-time communication, based on the IETF’s Extensible Messaging and Presence Protocol (XMPP). By “best” we mean simplest, most extensible, most powerful, most secure. Moreover, we value freedom, openness, and good technical design.",https://wiki.xmpp.org/web/Google_Summer_of_Code_2024#Project_Ideas,"gtk, vala, xmpp, swift, Objective C","instant messaging, chat, WebRTC, Jingle, Real-Time Communication",https://wiki.xmpp.org/web/Google_Summer_of_Code_2024#Student_Proposal,https://summerofcode.withgoogle.com/programs/2024/organizations/xmpp-standards-foundation
MBDyn,Open Source Multibody Simulation,"MBDyn is the first free general purpose Multibody Dynamics analysis software. It has been developed at the Dipartimento di Scienze e Tecnologie Aerospaziali (formerly Dipartimento di Ingegneria Aerospaziale) of the University ""Politecnico di Milano"", Italy. MBDyn features the integrated multidisciplinary simulation of multibody, multiphysics systems, including nonlinear mechanics of rigid and flexible bodies (geometrically exact & composite-ready beam and shell finite elements, component mode synthesis elements, lumped elements) subjected to kinematic constraints, along with smart materials, electric networks, active control, hydraulic networks, and essential fixed-wing and rotorcraft aerodynamics. MBDyn simulates the behavior of heterogeneous mechanical, aeroservoelastic systems based on first principles equations. MBDyn can be easily coupled to external solvers for co-simulation of multiphysics problems, e.g. Computational Fluid Dynamics (CFD), terradynamics, block-diagram solvers like Scicos, Scicoslab and Simulink, using a simple C, C++ or Python peer-side API. MBDyn is being actively developed and used in the aerospace (aircraft, helicopters, tiltrotors, spacecraft), wind energy (wind turbines), automotive (cars, trucks) and mechatronic fields (industrial robots, parallel robots, micro aerial vehicles (MAV)) for analysis and simulation of complex systems dynamics. The extension of available analysis domains to new models and the introduction of new analysis domains is planned, and problem-driven: if you need to solve a specific problem, let us know. Run-time loading of user-defined modules is leveraged to let users extend the feature library (elements, drives, constitutive laws, and more). On GNU/Linux, real-time execution is supported under RTAI, the Real-Time Application Interface, and POSIX tight scheduling.",https://public.gitlab.polimi.it/DAER/mbdyn/-/wikis/GSoc-Project-Ideas,"python, c++","robotics, scientific computing, multibody dynamics, aeroelasticity, Structural engineering",https://public.gitlab.polimi.it/DAER/mbdyn/-/wikis/Development-Guidelines,https://summerofcode.withgoogle.com/programs/2024/organizations/mbdyn
Unikraft,A Fast and Secure Unikernel SDK,"Unikraft is a fast, secure and open-source Unikernel Development Kit. By tailoring the operating system, libraries and configuration to the particular needs of your application, it vastly reduces virtual machine and container image sizes to a few KBs, provides blazing performance, and drastically cuts down your software stack’s attack surface. Unikraft is developed in the spirit of open source: public discussions on Discord, open source licensing model using BSD-3-Clause, public development and management on GitHub. It does so in the context of a vibrant community consisting of highly skilled software engineers, researchers, teachers, students and hobbyists. Periodic meetings, hackathons and a consistent presence in open source events are central to the well functioning of the community. We use guidelines for development and maintenance to ensure the creation of high quality code. Public releases are planned to happen once every two months. In general, we aim for a public release to happen at the last Monday of each odd month (January, March, May, etc.) We welcome contributors and users on Discord and on GitHub. If you are looking for a fun technical project in the area of operating systems, virtualization, come aboard on Discord.",https://github.com/unikraft/gsoc/blob/staging/gsoc-2025/ideas.md,"c, xen, golang, kvm, assembly language","virtualization, cloud, software reuse, software configurability",https://unikraft.org/docs/contributing/,https://summerofcode.withgoogle.com/programs/2024/organizations/unikraft
MIT App Inventor,Anyone can build apps with global impact,"MIT App Inventor is a free, open source web app that anyone can use to build mobile apps. It has been used by over 8 million people worldwide who have built more than 30 million apps. It is available in twelve different languages and used by people from ages 13 and up.",https://github.com/mit-cml/appinventor-sources/wiki/Google-Summer-of-Code-2025,"javascript, java, gwt, swift","education, development tools, android, ios",https://github.com/mit-cml/appinventor-sources/wiki/Google-Summer-of-Code-2025,https://summerofcode.withgoogle.com/programs/2024/organizations/mit-app-inventor
CVAT,Computer Vision Data Annotation Platform for AI,"Computer Vision Annotation Tool (CVAT) is a free, open-source, web-based image and video annotation tool that is used for labeling data for computer vision algorithms. Originally developed by Intel, CVAT is designed for use by a professional data annotation team, with a user interface optimized for computer vision annotation tasks. CVAT supports the primary tasks of supervised machine learning: object detection, image classification, and image segmentation. CVAT allows users to annotate data for each of these cases. CVAT has many powerful features, including interpolation of shapes between keyframes, semi-automatic annotation using deep learning models, shortcuts for most critical actions, a dashboard with a list of annotation projects and tasks, support for organizations with different user roles, etc. Sounds interesting? Read more about us here: https://www.cvat.ai/post/introduction-to-cvat-ai-best-image-annotation-tool-explained-in-simple-terms",https://github.com/cvat-ai/cvat/wiki/GSoC-2025#cvat-project-ideas-summary,"python, django, react, kubernetes, typescript","machine learning, computer vision, ai, deep learning, data",https://github.com/opencv/cvat/wiki/Google-Summer-Of-Code-Internship,https://summerofcode.withgoogle.com/programs/2024/organizations/cvat
Git,"Fast,Scalable,Distributed revision control system","Git is the most widely-used revision control system in Open Source. It is a distributed system with an emphasis on speed, data integrity, and support for distributed, non-linear workflows. Many large and successful projects use Git, including the Linux Kernel, Perl, Eclipse, Gnome, KDE, Qt, Ruby on Rails, Android, PostgreSQL, Debian, and X.org. This organization covers projects for Git itself. Other git-based software or services are not covered by this organization.",https://git.github.io/SoC-2025-Ideas/,"shell script, git, c language","version control, dvcs",https://git.github.io/General-Application-Information/,https://summerofcode.withgoogle.com/programs/2024/organizations/git
rocket.chat,Open source communications platform for the AI age,"Open source team chat and communications platform Rocket.Chat is one of the largest active open source (permissive MIT license) nodeJS communications platform communities on GitHub, connecting 2,500+ global community contributors (across projects) from 30+ countries, with 41,700+ GitHub stars, 11,100 forks, 1,005+ total releases and 15,100+ issues since inception in 2015. Rocket.Chat is a team chat platform written in full-stack Typescript. It offers a fully featured team chat experience on modern browsers, comparable to Slack and Microsoft Teams. Mobile and desktop clients run on iOS, Android, Mac, Windows, and Linux. The server can scale from a small family messaging server for 5 users on a Raspberry Pi 5, to clustered micro-services configuration that can support hundred thousands of users. On-premises Rocket.Chat can ensure 100% complete security and privacy of your valuable communications/data. Rocket.Chat is now installed on over 500k servers and counts over 12m users worldwide. Federated communication support extends our reach exponentially. Users can set up Rocket.Chat on cloud or by hosting their own servers on-premises. Thanks to its extension support via Rocket.Chat Apps, and rich APIs, startups and innovators have customized Rocket.Chat into new products and services. Omnichannel extends reach to wherever user may be including WhatsApp, Instagram, Facebook Messenger and more. Increasingly, innovators in Generative AI and LLM app developers are launching their concepts on the Rocket.Chat platform to keep all data flows and communications 100% private and secure. Rocket.Chat has won multiple prizes such as a 2016 Bossie Award for Best Open Source Application and first prize in the 2017 edition of All Things Open’s Startup Competition. Rocket.Chat's community interacts 24 x 7 at the community Rocket.Chat server https://open.rocket.chat since 2015.",https://github.com/RocketChat/google-summer-of-code/blob/main/google-summer-of-code-2025.md#-project-ideas,"javascript, typescript, node, LLM, generative ai","communications, messaging, group chat, Team Collaboration, Chat platform",https://github.com/RocketChat/google-summer-of-code/blob/main/google-summer-of-code-2025.md#how-to-apply,https://summerofcode.withgoogle.com/programs/2024/organizations/rocketchat
Swift,"Fast, safe, and expressive programming language","Swift is a general-purpose programming language built using a modern approach to safety, performance, and software design patterns. The goal of the Swift project is to create the best available language for uses ranging from systems programming, to mobile and desktop apps, scaling up to cloud services. Most importantly, Swift is designed to make writing and maintaining correct programs easier for the developer.",https://www.swift.org/gsoc2025/,"c++, cmake, swift","compilers, cross-platform, Packages, Server development, Standard Libraries",https://www.swift.org/contributing/,https://summerofcode.withgoogle.com/programs/2024/organizations/swift
libvirt,Virtualization abstraction library,Libvirt is a library and toolkit providing abstraction for various hypervisors. It can be used from a number of languages.,https://wiki.libvirt.org/Google_Summer_of_Code_Ideas.html,"kvm, hypervisor, qemu, lxc","virtualization, library",https://libvirt.org/hacking.html,https://summerofcode.withgoogle.com/programs/2024/organizations/libvirt
webpack,webpack is the module bundler for web projects,"webpack is THE build tool for modern web applications run on NodeJS webpack is a module bundler. Its main purpose is to bundle JavaScript files for usage in a browser, yet it is also capable of transforming, bundling, or packaging just about any resource or asset. Overview Currently in the web, modules are not fully adopted, and therefore we need tooling to help compile your module code into something that will work in the browser. webpack champions this by not only supporting CommonJS, AMD, RequireJS module systems, but also ECMAScript Modules (ESM). What makes webpack unique? Extensibility webpack is built using an extensible event-driven architecture. This means that a majority of our code is Plugins that hook into a set of lifecycle events. This means that it is infinitely flexible and configurable. This architecture also lets us pivot very quickly. Plugins isolate functionality (and can even be used in your configuration), and allow us to add and drop new functionality without breaking the rest of the system. Focused around Web Performance webpack revived a classic technique from Google Web Toolkit known as ""code splitting"". Code splitting let's developers write imperative instructions (as a part of their code), to split up their JavaScript bundles (at build time) into multiple pieces that can be loaded lazily. Built in JavaScript webpack's configuration format, and architecture is all built and run on NodeJS. This means that anyone comfortable with JavaScript can break open our source code with a low level of entry to learn, contribute to, and improve. Used at Scale webpack is used by companies like AirBnB, Microsoft, Housing.com, Flipkart, Alibaba, to build high performance, scaled web applications. Community Owned webpack is not backed by a single organization, rather by its users, contributors, backers, sponsors, and shareholders. This means that every decision we make is for them, and them only.",https://docs.google.com/document/d/1JOtAdpoqHGieg_nJpjkWDv1BoErPQ9L1GnZmX55E-W0/edit?usp=sharing,"javascript, typescript, node","web development, javascript, webassembly, Node.js, webpack",https://webpack.js.org/contribute/,https://summerofcode.withgoogle.com/programs/2024/organizations/webpack
Open HealthCare Network,Reimagining Healthcare Delivery,"Open Healthcare Network (OHC), originally established as Coronasafe Network, is a pioneering open-source organization dedicated to enhancing healthcare delivery and management. At the core of OHC's innovation is its flagship Electronic Medical Record (EMR) system, recognized as the 50th Digital Public Good by the United Nations. This system transcends being merely a digital repository of patient records, evolving into a platform that supports advanced TeleICU capabilities. OHC represents a unique fusion of professional expertise and community-driven innovation, primarily fueled by a small team of dedicated developers and a dynamic community of college students. This collaborative model showcases a new paradigm in healthcare technology, emphasizing impactful, sustainable, and scalable solutions. Originally a volunteer-driven initiative during the COVID-19 pandemic, OHC has continually addressed citizen-level healthcare problems. Its CARE software, adopted by several Indian states, played a crucial role in optimizing healthcare resource management during the pandemic. As the pandemic waned, CARE evolved to support the 10BedICU Project, enabling technology-driven ICU care in rural India and providing TeleICU services to the remotest regions, impacting thousands of lives. Today, beyond the 10BedICU Project, CARE is being adopted for various healthcare applications, including palliative care digitization, demonstrating its adaptability and growing significance in improving healthcare delivery across diverse settings. OHC's journey is a testament to the transformative impact of youth-driven initiatives in healthcare, touching the lives of millions across India.",https://contributors.ohc.network/projects,"python, django, react, typescript, NextJs","electronic medical records, Digital Public Goods, Telemedicine and Remote Care, AI in Health, HMIS",https://oss.ohc.network/,https://summerofcode.withgoogle.com/programs/2024/organizations/open-healthcare-network
Open Climate Fix,Using Computers to Fix Climate Change,"Open Climate Fix is a non-profit product lab, developing state-of-the-art renewable energy forecasts to decarbonize the electricity grid.",https://docs.google.com/document/d/1nh6pdIjCTSLWwgFhgIV1gpG8CbIqGyoCFDHOfWmKdwA/edit?usp=sharing,"python, pytorch","Forecasting, Climate, renewables",https://docs.google.com/document/d/19vU8JAhr2ekvtKrZNC067seerZxMHNGrvS9nBrXBP24/edit?usp=sharing,https://summerofcode.withgoogle.com/programs/2024/organizations/open-climate-fix
GeomScale,Scalable geometric and statistical software,"GeomScale is a research and development project that delivers open source code for state-of-the-art algorithms for problems at the intersection of data science, optimization, geometric, and statistical computing. The current focus of GeomScale is on scalable algorithms for sampling from high-dimensional distributions, integration, convex optimization, and their applications. One of our ambitions is to fill the gap between theory and practice by turning state-of-the-art theoretical tools in geometry and optimization to state-of-the-art implementations. Towards this goal, we will deliver various innovative solutions in a variety of application fields, like finance, computational biology, and statistics that will extend the limits of contemporary computational tools. GeomScale aims in serving as a building block for an international, interdisciplinary, and open community in high dimensional geometrical and statistical computing. The main development is currently performed in volesti, a generic open source C++ library, with R and python interfaces (the latter is hosted in package dingo), for high-dimensional sampling, volume approximation, and copula estimation for financial modelling. In particular, the current implementation scales up to hundred or thousand dimensions, depending on the problem. To our knowledge it is the most efficient software package for sampling and volume computation to date. It is, in several cases, orders of magnitude faster compared to packages that solve the same problems. It can be used to compute challenging multivariate integrals and to approximate optimal solutions in optimization problems. It has already found important applications in systems biology by analyzing large metabolic networks (e.g., the latest human network) and in FinTech by detecting shock events and by evaluating portfolios performance in stock markets with thousands of assets. Other application areas include AI and in particular approximate weighted model integration. Recent studies has shown a potential application of volesti methods in trustworthy AI, static analysis of programs and differential privacy.",https://github.com/GeomScale/gsoc25/wiki/table-of-proposed-coding-projects,"python, c++, r, jupyter, github-actions","mathematics, data science, computational biology, computational geometry, statistics",https://github.com/GeomScale/gsoc25/wiki,https://summerofcode.withgoogle.com/programs/2024/organizations/geomscale
GNOME Foundation,A diverse and sustainable free software desktop.,The GNOME Foundation is a non-profit organization that believes in a world where everyone is empowered by technology they can trust. We do this by building a diverse and sustainable free software personal computing ecosystem.,https://gsoc.gnome.org/2025/,"c, linux, rust, gtk, Flatpak","operating systems, desktop, graphics, open source, apps",https://gsoc.gnome.org/,https://summerofcode.withgoogle.com/programs/2024/organizations/gnome-foundation
Joplin,The secure note taking application,"Joplin is a note-taking app designed with strong security and privacy in mind. It features end-to-end encryption (E2EE), ensuring the notes remain protected during synchronization. Users can store notes locally or sync them via trusted services like Nextcloud, Dropbox, or self-hosted servers, retaining full data ownership. Additionally Joplin can manage a large number of notes that can be organised using notebooks or tags, thus making it suitable to manage a knowledge base. The notes can be searched using simple or advanced queries. The application can be customised using plugins and themes, and you can also easily create your own. It is available for Windows, Linux, macOS, Android and iOS.",https://github.com/joplin/gsoc/blob/main/ideas.md,"javascript, react, typescript, electron, React-Native","security, search, synchronisation, note-taking, AI/ML",https://github.com/joplin/gsoc/?tab=readme-ov-file#google-summer-of-code-2025,https://summerofcode.withgoogle.com/programs/2024/organizations/joplin
"Stratosphere Laboratory, Czech Technical University in Prague",Using machine learning and security to help others,"Stratosphere is a cybersecurity research laboratory at the AI Center, FEE, Czech Technical University in Prague, working at the intersection of cybersecurity, machine learning, and helping others.",https://github.com/stratosphereips/Google-Summer-of-Code/blob/main/list_of_ideas.md,"python, redis, docker, textual","machine learning, network security, civil society, Security Defense",https://github.com/stratosphereips/Google-Summer-of-Code/blob/main/contributor_guide.md,https://summerofcode.withgoogle.com/programs/2024/organizations/stratosphere-laboratory-czech-technical-university-in-prague
R project for statistical computing,R software for statistical computing & graphics,"R provides a wide variety of statistical and graphical techniques, and is highly extensible. R is often the tool of choice for research in statistical methodology. R is an integrated suite of software facilities for data manipulation, calculation and graphical display. It includes * an effective data handling and storage facility, * a suite of operators for calculations on arrays, in particular matrices, * a large, coherent, integrated collection of intermediate tools for data analysis, * graphical facilities for data analysis and display either on-screen or on hardcopy, and * a well-developed, simple and effective programming language which includes conditionals, loops, user-defined recursive functions and input and output facilities. The term “environment” is intended to characterize it as a fully planned and coherent system, rather than an incremental accretion of very specific and inflexible tools, as is frequently the case with other data analysis software. R, like S, is designed around a true computer language, and it allows users to add additional functionality by defining new functions. Much of the system is itself written in the R dialect of S, which makes it easy for users to follow the algorithmic choices made. For computationally-intensive tasks, C, C++ and Fortran code can be linked and called at run time. Advanced users can write C code to manipulate R objects directly. Many users think of R as a statistics system. We prefer to think of it of an environment within which statistical techniques are implemented. R can be extended (easily) via packages. There are about eight packages supplied with the R distribution and many more are available through the CRAN family of Internet sites covering a very wide range of modern statistics. R has its own LaTeX-like documentation format, which is used to supply comprehensive documentation, both on-line in a number of formats and in hardcopy.",https://github.com/rstats-gsoc/gsoc2025/wiki/table-of-proposed-coding-projects,"c, javascript, c++, r-project, fortran","visualization, machine learning, data science, graphics, statistics",https://github.com/rstats-gsoc/gsoc2022/wiki,https://summerofcode.withgoogle.com/programs/2024/organizations/r-project-for-statistical-computing
Open Chromosome Collective,Open-Source Tools for 3D Genomics Research,"We are a group of computational biologists working on chromosome structure and interested in developing open source tools for the wider community. We like our tools to be easy to use, flexible, to facilitate active development of novel analytical approaches, and scalable to make use of the latest and largest datasets.",https://github.com/open2c/open2c.github.io/wiki/GSoC-2025,"python, numpy, scikit-learn, pandas, HDF5","machine learning, genomics, bioinformatics, data science, python",https://docs.google.com/document/d/1yQlI8S8V-hvzp8iIDC_v0AbUJrUWveoYYwsGec0GeAI/edit?usp=sharing,https://summerofcode.withgoogle.com/programs/2024/organizations/open-chromosome-collective
Zulip,Organized chat for distributed teams,"Zulip is the only modern team chat app that is ideal for both live and asynchronous conversations. Zulip has a web app, a cross-platform mobile app for iOS and Android, cross-platform desktop and terminal apps, and over 100 native integrations. The entire Zulip codebase is 100% open source. Zulip has been gaining in popularity since it was released as open source software in late 2015, with code contributions from over 1000 people from all around the world. Thousands of people use Zulip every day, and your work on Zulip will have meaningful impact on their experience. As an organization, we value engaged, responsive mentorship and making sure our product quality is extremely high. You can expect to receive disciplined code reviews by highly experienced engineers. Since Zulip is a team chat product, your GSoC experience with the Zulip project will be highly interactive. As part of our commitment to mentorship, Zulip has over 160,000 words of documentation for developers, much of it designed to explain not just how Zulip works, but why Zulip works the way that it does. To learn more about the experience of doing GSoC with Zulip, check out our blog post: https://blog.zulip.com/2024/10/09/google-summer-of-code-2024/.",https://zulip.readthedocs.io/en/latest/outreach/gsoc.html,"python, django, flutter, css, typescript","great developer tooling, visual design, teaching quality codebase, team chat, integrations",https://zulip.readthedocs.io/en/latest/outreach/apply.html,https://summerofcode.withgoogle.com/programs/2024/organizations/zulip
AboutCode,"Scan code for origin, license and vulnerabilities","AboutCode.org is a community of open source developers who are trying to make open source easier to use by providing open source tools to discover, identify and track open source components (aka. Software Composition Analysis – SCA). This includes tools, data and standards for code origin, FOSS licenses and security vulnerabilities.",https://github.com/aboutcode-org/aboutcode/wiki/GSOC-2025-Project-Ideas,"python, javascript, Django+PostgreSQL, C/Rust/Go","dependencies, vulnerabilities, SoftwareCompositionAnalysis, License, SBOM",https://github.com/aboutcode-org/aboutcode/wiki/GSOC-2025,https://summerofcode.withgoogle.com/programs/2024/organizations/aboutcode
52°North Spatial Information Research GmbH,Innovative ideas & technologies in geoinformatics,"52°North is an open source initiative in the field of geoinformatics. Core topics of our activities are for example sensor web, web-based geoprocessing and earth observation.",https://52north.org/outreach-dissemination/google-summer-of-code/project-ideas/,"javascript, android, java, web services, ogc standards","citizen science, spatial information infrastructures, open standards, data analytics, Geoinformation",https://52north.org/software/contribute/,https://summerofcode.withgoogle.com/programs/2024/organizations/52north-spatial-information-research-gmbh
MoveIt,Moving robots into the future,"MoveIt is the most widely used software for robotic manipulation and has been used on over 150 robots. It is released under the terms of the BSD license, and thus free for industrial, commercial, and research use. By incorporating the latest advances in motion planning, manipulation, 3D perception, kinematics, control and navigation, MoveIt is state of the art software for mobile manipulation.",https://moveit.ros.org/events/2024-google-summer-of-code/,"python, ros, c++, rust","robotics, motion planning, trajectory generation, kinematics",https://moveit.ros.org/events/2024-google-summer-of-code/#tips-for-writing-a-successful-google-summer-of-code-application-for-moveit,https://summerofcode.withgoogle.com/programs/2024/organizations/moveit
The Linux Foundation,Non-profit consortium fostering growth of Linux,"The Linux Foundation is a non-profit consortium dedicated to fostering the growth of Linux. Founded in 2007 as a merger of the former Free Standards Group (FSG) and the former Open Source Developer Lab (OSDL), the LF sponsors the work of Linux creator Linus Torvalds and is supported by leading Linux and open source companies and developers from around the world. The Linux Foundation promotes, protects and standardizes Linux by providing unified resources and services needed for open source to successfully compete with closed platforms. For more see our [About page](https://www.linuxfoundation.org/about/). All software produced by us is free software published under OSI-approved licenses. See project ideas page for the license used by each project.",https://wiki.linuxfoundation.org/gsoc/google-summer-code-2025,"c, linux, cups, ai, fuzz-testing","kernel, automotive, printing, iio, zephyr",https://wiki.linuxfoundation.org/gsoc/google-summer-code-2025,https://summerofcode.withgoogle.com/programs/2024/organizations/the-linux-foundation
FFmpeg,"Record, convert and stream audio & video","FFmpeg is the leading multimedia framework, able to decode, encode, transcode, mux, demux, stream, filter and play pretty much anything that humans and machines have created. It supports the most obscure ancient formats up to the cutting edge. No matter if they were designed by some standards committee, the community or a corporation. It is also highly portable: FFmpeg compiles, runs, and passes our testing infrastructure FATE across Linux, Mac OS X, Microsoft.",https://trac.ffmpeg.org/wiki/SponsoringPrograms/GSoC/2025,"c, git, asm","audio, video, subtitles, multimedia",https://trac.ffmpeg.org/wiki/SponsoringPrograms/GSoC/2024,https://summerofcode.withgoogle.com/programs/2024/organizations/ffmpeg
JabRef e.V.,Open Source bibliography manager,"JabRef is one of the most widely used citation and reference management tools. It helps students and researchers to stay on top of their literature by assisting at every step of a research project: collecting and organizing literature sources, discovering the latest research, citing references in LaTeX and other text editors, and sharing interesting papers with collaborators. JabRef is open-source and cross-platform. It is written in Java using JavaFX as the user interface technology. It is licensed under the MIT license. Since 2020 JabRef is maintained by the non-profit organization JabRef e.V.",https://github.com/JabRef/jabref/wiki/GSoC-2025-ideas-list,"java, javafx, ai, bibtex","science, library, literature, latex, bibliography",https://github.com/JabRef/jabref/wiki/GSOC-Application,https://summerofcode.withgoogle.com/programs/2024/organizations/jabref-ev
GNU Image Manipulation Program,GIMP is a cross-platform image editor,"GIMP is a cross-platform image editor available for GNU/Linux, macOS, Windows and more operating systems. It is free software, you can change its source code and distribute your changes. Whether you are a graphic designer, photographer, illustrator, or scientist, GIMP provides you with sophisticated tools to get your job done. You can further enhance your productivity with GIMP thanks to many customization options and 3rd party plugins.",https://developer.gimp.org/core/internship/ideas/,"c, GEGL","graphics, design, photography, illustration",https://developer.gimp.org/core/internship/,https://summerofcode.withgoogle.com/programs/2024/organizations/gnu-image-manipulation-program
