project title,tagline,description,ideas,technologies,topics,contributor_guidance,url
OpenCV,++ beneficial uses of computer vision in society,"OpenCV promotes the beneficial uses of computer vision in society primarily through maintaining a state-of-the-art open and free code base and via courseware, contests, workshops and conferences. OpenCV, the Open Source Computer Vision Library includes state of the art computer vision and deep learning algorithms (including running deep networks) and apps. It is professionally coded and optimized. It can be used in C++, Python, javascipt, Julia, Cuda, OpenCL and Matlab. It runs on: Android, iOS, Windows, Linux and MacOS and many embedded implementations such as Raspberry Pi, Movidius, and RISC-V.",https://github.com/opencv/opencv/wiki/GSoC_2025,"python, c++, deep learning, ai","robotics, computer vision, ai, deep learning",https://github.com/opencv/opencv/wiki/How_to_contribute,https://summerofcode.withgoogle.com/programs/2022/organizations/opencv
checkstyle,Helps to adheres of Java coding standard,Checkstyle is a development tool to help programmers write Java code that is easy to read and adheres to a coding standard. Our utility automates the process of checking Java code to spare humans of this boring (but important) task. This makes it ideal for projects that want to enforce a coding standard. Each and every check also forces our users who are not familiar with these standards to read them and makes them think about why these standards exist.,https://github.com/checkstyle/checkstyle/wiki/Checkstyle-GSoC-2025-Project-Ideas,"java, antlr, artificial-intelligence","static code analysis, code review tool, coding standards, coding conventions, artificial-intelligence",https://github.com/checkstyle/checkstyle/blob/master/.github/GSOC.md,https://summerofcode.withgoogle.com/programs/2022/organizations/checkstyle
Swift,"Fast, safe, and expressive programming language","Swift is a general-purpose programming language built using a modern approach to safety, performance, and software design patterns. The goal of the Swift project is to create the best available language for uses ranging from systems programming, to mobile and desktop apps, scaling up to cloud services. Most importantly, Swift is designed to make writing and maintaining correct programs easier for the developer.",https://www.swift.org/gsoc2025/,"c++, cmake, swift","compilers, cross-platform, Packages, Server development, Standard Libraries",https://www.swift.org/contributing/,https://summerofcode.withgoogle.com/programs/2022/organizations/swift
AFLplusplus,State of the art fuzzing for better security,"We are dedicated to provide the most effective fuzzing frameworks. Our work includes AFL++, the most effective and flexible fuzzer, and libafl, a library to build your own fuzzer with the most modern techniques and technologies.",https://github.com/AFLplusplus/LibAFL/issues/2992,"llvm, rust, fuzzing, qemu","fuzzing, ci",https://github.com/AFLplusplus/LibAFL/blob/main/CONTRIBUTING.md,https://summerofcode.withgoogle.com/programs/2022/organizations/aflplusplus
MuseScore,The World’s Most Popular Music Notation Software,"MuseScore's main purpose is the creation of high-quality engraved musical scores in a ""What-You-See-Is-What-You-Get"" environment. It supports unlimited staves, linked parts and part extraction, tablature, MIDI input and output, percussion notation, cross-staff beaming, automatic transposition, lyrics (multiple verses), fretboard diagrams, and in general everything commonly used in sheet music. Style options to change the appearance and layout are available and style sheets can be saved and applied to other scores. In January 2020, MuseScore introduced a unique engraving and notation style built by its full time designer, Martin Keary and engraver Simon Smith. MuseScore can play back scores through a sequencer and SoundFont sample library. Playback is currently being greatly expanded to include VST support. MIDI output to external devices and software synthesisers is also possible. The team organise themselves according to a general roadmap published by the product owner every six months, which sets out provisional goals for the internal team. This allows the extended developer community to comment on the roadmap and potentially offer to take ownership over aspects of it. This also allows other contributors to have visibility on aspects of the codebase that may change over the next 6-12 months. In combination with our community organiser, tasks are drawn up and published to provide a well organised collaboration focused on a specific upcoming release. All members provide bug tracking support and feedback.",https://github.com/musescore/MuseScore/wiki/Project-ideas-for-GSoC,"c++, qt, qml, cmake","music, midi, musicxml, sheet music, music notation",https://github.com/musescore/MuseScore/wiki/GSoC-with-MuseScore,https://summerofcode.withgoogle.com/programs/2022/organizations/musescore
Audacity,"Free, open source, cross-platform audio software","Audacity is a free and open-source digital audio editor and recording application for Windows, macOS and Linux. Audacity was started in the fall of 1999 by Dominic Mazzoni and Roger Dannenberg at Carnegie Mellon University and was released on May 28, 2000. As of October 24, 2020, it is the most popular download from FossHub, with over one hundred million downloads since March 2015. Previously, downloads were served from Google Code and SourceForge, with a combined total in excess of 120 million downloads. Audacity won the SourceForge 2007 and 2009 Community Choice Award for Best Project for Multimedia. Audacity is licensed under GPLv3, with large parts of the codebase available under GPLv2 or any later version. Audacity is used for a large variety of audio related purposes, ranging from audio analysis for research, editing podcasts, recording speech and music, digitising vinyl and cassettes, changing audio formats, mixing and master, applying audio effects, batch processing audio, and many more audio editing tasks. It has a long history of open-source contributions and continues to be actively developed by both full-time and part time developers.",https://wiki.audacityteam.org/wiki/GSoC_Ideas_2022,"c++, qt, cmake, wxwidgets, VST","audio, editing, compression, Sound, Effects",https://wiki.audacityteam.org/wiki/Google_Summer_of_Code_with_Audacity,https://summerofcode.withgoogle.com/programs/2022/organizations/audacity
Organic Maps,"Offline maps app for tourists, cyclers & hikers","Organic Maps is the ultimate companion app for travelers, tourists, hikers, and cyclists: - Detailed offline maps with places that don't exist on other maps, thanks to OpenStreetMap - Cycling routes, hiking trails, and walking paths - Contour lines, elevation profiles, peaks, and slopes - Turn-by-turn walking, cycling, and car navigation with voice guidance - Fast offline search on the map - Bookmarks export and import in KML/KMZ formats (GPX is planned) - Dark Mode to protect your eyes - Countries and regions don't take a lot of space - Free and open-source Organic Maps is pure and organic, made with love: - Respects your privacy - Saves your battery - No unexpected mobile data charges",https://github.com/organicmaps/organicmaps/wiki/GSoC-2025-ideas,"android, java, c++, ios, OpenStreetMap","privacy, maps, navigation, mobile, offline",https://github.com/organicmaps/organicmaps/blob/master/docs/CONTRIBUTING.md,https://summerofcode.withgoogle.com/programs/2022/organizations/organic-maps
MoveIt,Moving robots into the future,"MoveIt is the most widely used software for robotic manipulation and has been used on over 150 robots. It is released under the terms of the BSD license, and thus free for industrial, commercial, and research use. By incorporating the latest advances in motion planning, manipulation, 3D perception, kinematics, control and navigation, MoveIt is state of the art software for mobile manipulation.",https://moveit.ros.org/events/2024-google-summer-of-code/,"python, ros, c++, rust","robotics, motion planning, trajectory generation, kinematics",https://moveit.ros.org/events/2024-google-summer-of-code/#tips-for-writing-a-successful-google-summer-of-code-application-for-moveit,https://summerofcode.withgoogle.com/programs/2022/organizations/moveit
ArduPilot,World's most advanced autonomous vehicle software,"ArduPilot is the world's most widely used open source flight code software for unmanned autonomous vehicles including planes, multicopters, helicopters, cars, boats, submarines, blimps, antenna trackers and much more. Written primarily in C++, ArduPilot supports over 100 different types of autopilot hardware including the well known Pixhawk autopilot. Our team motto, ""Versatile, Trusted, Open"" reflects our team's aim to provide high quality autopilot software that reliably supports a huge variety of frames, sensors and use cases. The software is open but so is the team, always welcoming of new contributors whether they be software developers, wiki documentors, testers or users.",https://ardupilot.org/dev/docs/gsoc-ideas-list.html,"python, lua, c++, pixhawk","robotics, ai, Drone, autonomous vehicle, unmanned vehicle",https://ardupilot.org/dev/docs/gsoc.html,https://summerofcode.withgoogle.com/programs/2022/organizations/ardupilot
CNCF,Building sustainable ecosystems for cloud native,"Cloud Native Computing Foundation (CNCF) serves as the vendor-neutral home for many of the fastest-growing open source projects, including Kubernetes, Prometheus, and Envoy.",https://github.com/cncf/mentoring/blob/main/programs/summerofcode/2025.md,"prometheus, kubernetes, OpenTelemetry, envoy","cloud, cloud native, observability",https://github.com/cncf/mentoring,https://summerofcode.withgoogle.com/programs/2022/organizations/cncf
MBDyn,Open Source Multibody Simulation,"MBDyn is the first free general purpose Multibody Dynamics analysis software. It has been developed at the Dipartimento di Scienze e Tecnologie Aerospaziali (formerly Dipartimento di Ingegneria Aerospaziale) of the University ""Politecnico di Milano"", Italy. MBDyn features the integrated multidisciplinary simulation of multibody, multiphysics systems, including nonlinear mechanics of rigid and flexible bodies (geometrically exact & composite-ready beam and shell finite elements, component mode synthesis elements, lumped elements) subjected to kinematic constraints, along with smart materials, electric networks, active control, hydraulic networks, and essential fixed-wing and rotorcraft aerodynamics. MBDyn simulates the behavior of heterogeneous mechanical, aeroservoelastic systems based on first principles equations. MBDyn can be easily coupled to external solvers for co-simulation of multiphysics problems, e.g. Computational Fluid Dynamics (CFD), terradynamics, block-diagram solvers like Scicos, Scicoslab and Simulink, using a simple C, C++ or Python peer-side API. MBDyn is being actively developed and used in the aerospace (aircraft, helicopters, tiltrotors, spacecraft), wind energy (wind turbines), automotive (cars, trucks) and mechatronic fields (industrial robots, parallel robots, micro aerial vehicles (MAV)) for analysis and simulation of complex systems dynamics. The extension of available analysis domains to new models and the introduction of new analysis domains is planned, and problem-driven: if you need to solve a specific problem, let us know. Run-time loading of user-defined modules is leveraged to let users extend the feature library (elements, drives, constitutive laws, and more). On GNU/Linux, real-time execution is supported under RTAI, the Real-Time Application Interface, and POSIX tight scheduling.",https://public.gitlab.polimi.it/DAER/mbdyn/-/wikis/GSoc-Project-Ideas,"python, c++","robotics, scientific computing, multibody dynamics, aeroelasticity, Structural engineering",https://public.gitlab.polimi.it/DAER/mbdyn/-/wikis/Development-Guidelines,https://summerofcode.withgoogle.com/programs/2022/organizations/mbdyn
Monado,"Monado, the free and open source XR platform","Monado aims to jump-start development of an open source XR ecosystem and provide the fundamental building blocks for device vendors to target the GNU/Linux platform, Windows or Android, supporting a wide range of AR/VR peripherals, such as HMDs, cameras, controllers, sensors/trackers, etc...",https://monado.freedesktop.org/gsoc-2023.html,"opengl, vulkan, openxr, Graphics, XR","vr, xr, AR",https://monado.freedesktop.org/gsoc-proposal-guide.html,https://summerofcode.withgoogle.com/programs/2022/organizations/monado
Software Heritage,The universal source code archive,"Software Heritage is an archival project for source code and its development history. Its long-term mission is to collect, preserve, and share our entire Software Commons, that is the body of knowledge expressed as publicly available software source code. Software Heritage archive both source code and the associated development history, as it is captured by modern version control system and package managers. The data model is a Merkle DAG, where all source code artifacts — file contents, directories, commits,etc. — are thoroughly deduplicated, reducing storage requirements. The Software Heritage archive is already the largest of its kind, having archive more than 10 billion unique source code files and more than 2 billion unique commits coming from more than 160 million software projects. The archive crawls periodically forges like GitHub and GitLab.com, distributions like Debian, and package managers like PyPI or NPM. It is accessible via a Web UI as well as a WebAPI. The archive serves various different use cases, ranging from preservation of our cultural heritage for posterity to scientific research on ""big code"" analysis, from business needs of tracking software provenance to educational purposes in computer science curricula.",https://wiki.softwareheritage.org/wiki/Google_Summer_of_Code_2022#Ideas_list,"python, postgresql, javascript, django, git","big data, digital preservation, source code management, floss, big code",https://wiki.softwareheritage.org/wiki/Google_Summer_of_Code_2022#I_want_to_participate_as_a_student,https://summerofcode.withgoogle.com/programs/2022/organizations/software-heritage
GNU Octave,Free Your Numbers,"GNU Octave is a high-level interpreted language, primarily intended for numerical computations. It provides capabilities for the numerical solution of linear and nonlinear problems and for performing other numerical experiments. It also provides extensive graphics capabilities for data visualization and manipulation. Octave is normally used through its interactive command line interface, but it can also be used to write non-interactive programs. The Octave language is quite similar to Matlab so that most programs are easily portable. Octave is continually being upgraded. Student projects may also involve developing or upgrading Octave Forge packages, which can be loaded to provide additional specialized functions that supplement those provided in Core Octave.",https://wiki.octave.org/Summer_of_Code_-_Getting_Started#Suggested_projects,"c++, hg","mathematics, scientific computing, numerical computation, numerical methods, matlab",https://wiki.octave.org/Summer_of_Code_-_Getting_Started,https://summerofcode.withgoogle.com/programs/2022/organizations/gnu-octave
sktime,A unified framework for ML with time series,"sktime provides an easy-to-use, flexible and modular open-source framework for a wide range of time series machine learning tasks. It offers scikit-learn compatible interfaces and model composition tools, with the goal to make the ecosystem more usable and interoperable as a whole. We build and sustain an open, diverse and self-governing community, welcoming new contributors from academia and industry through instructive documentation, mentoring and workshops.",https://github.com/sktime/mentoring/blob/main/internships/projects_2025.md,"python, github, sphinx, scikit-learn","data science, ai, time series, toolbox frameworks, AI/ML",https://www.sktime.net/en/stable/get_involved.html,https://summerofcode.withgoogle.com/programs/2022/organizations/sktime
Genome Assembly and Annotation,Providing freely accessible genomic data,"The Genome Assembly and Annotation section of EMBL-EBI brings together key reference resources in the field of genomics: - Ensembl (http://www.ensembl.org) was created in 1999 in preparation for the publication of the first draft of the human genome, to allow researchers and clinicians to start translating the secrets hidden within the human genome into real world applications. Ensembl has grown into a champion of biodiversity, providing data for tens of thousands of species across our vertebrate, metazoa, plant, fungi and bacterial divisions. - MGnify (http://www.ebi.ac.uk/metagenomics) provides a free to use platform for the assembly, analysis and archiving of microbiome data derived from sequencing microbial populations that are present in particular environments. Over the past 2 years, MGnify has more than doubled the number of publicly available analysed datasets held within the resource. - WormBase (https://wormbase.org/) is one of the World's oldest active bioinformatic resources, more than 20 years old. We scan all published literature and datasets on the model organism C. elegans, to create a very comprehensive resouce of genomics, strains, experiments, paper and people, aimed towards accelerating research and discoveries in fundamental biology as well as human health. - The Hugo Gene Nomenclature Committee (HGNC) and its sibling project the Vertebrate Gene Nomenclature Committee (VGNC) are jointly responsible for defining the official names of genes in human and key vertebrate species. This official nomenclature ensures that studies and results on the same gene can easily be aggregated. Given the rapid pace of generation of genomics and sequencing data, we support a fast-evolving software stack, and are constantly investigating new solutions for data storage, processing, distribution and display. Please visit our projects page for ideas on potential GSoC projects: https://www.ensembl.info/about/projects/",https://www.ensembl.info/about/projects/,"python, mysql, docker, pytorch, nextflow","machine learning, genomics, big data, cloud, hpc",https://www.ensembl.info/about/gsoc-contributor-guide/,https://summerofcode.withgoogle.com/programs/2022/organizations/genome-assembly-and-annotation
JabRef e.V.,Open Source bibliography manager,"JabRef is one of the most widely used citation and reference management tools. It helps students and researchers to stay on top of their literature by assisting at every step of a research project: collecting and organizing literature sources, discovering the latest research, citing references in LaTeX and other text editors, and sharing interesting papers with collaborators. JabRef is open-source and cross-platform. It is written in Java using JavaFX as the user interface technology. It is licensed under the MIT license. Since 2020 JabRef is maintained by the non-profit organization JabRef e.V.",https://github.com/JabRef/jabref/wiki/GSoC-2025-ideas-list,"java, javafx, ai, bibtex","science, library, literature, latex, bibliography",https://github.com/JabRef/jabref/wiki/GSOC-Application,https://summerofcode.withgoogle.com/programs/2022/organizations/jabref-ev
Synfig,Open-source 2D animation software,"Synfig is a 2D open-source animation software. It is capable to produce vector artwork and also can work with bitmap images. The main concept of Synfig is ""tweening"" - you can define object positions or shapes of vector objects at certain points of time and program will interpolate in-between frames automatically. You can also use bones to control your animation on higher level. With Synfig you can easily create motion graphics and cut-out animations for product explanation videos, tutorial videos, and more.",https://github.com/synfig/synfig-docs-dev/blob/master/docs/gsoc/2025/ideas.rst,"python, c++, gtk, gtkmm","2d/3d graphics, animation, vector graphics",https://synfig-docs-dev.readthedocs.io/en/latest/gsoc/2025/getting-started.html,https://summerofcode.withgoogle.com/programs/2022/organizations/synfig
MZmine,Open-source software for mass spectrometry,"Mass spectrometry is an analytical technique that measures the mass and abundance of small molecules with very high precision. However, the datasets produced by mass spectrometry instruments are complex and multi-dimensional. MZmine (https://mzmine.github.io) is a very successful open-source graphical software for mass spectrometry data processing implemented in Java. It contains a library of processing algorithms and powerful visualization modules. The publication about MZmine 2 (Pluskal et al., BMC Bioinformatics 2010) has received over 2500 citations, reflecting the impact the software had in the biomedical research community. A new version, MZmine 3, which is currently in the final stage of development, is based on JavaFX for its user interface and provides support for cutting-edge techniques such as ion mobility separation. Our main goal is to provide user-friendly, flexible, and easily extendable modular software covering the entire mass spectrometry data analysis workflow. MZmine previously participated in GSoC in 2017, 2018, and 2019 as part of the OpenChemistry umbrella organization and in 2020 as an independent organization.",https://mzmine.github.io/gsoc2022.html,"java, javafx","visualization, mass spectrometry, biochemistry, feature detection, ion mobility",https://mzmine.github.io/gsoc2022.html,https://summerofcode.withgoogle.com/programs/2022/organizations/mzmine
AOSSIE,Australian Umbrella Org for Open-Source Projects,"We are an Australian not-for-profit umbrella organization for open-source projects. We believe the open-source philosophy provides a resource-efficient channel to transfer knowledge and achieve innovation and education. In 2025, we will mentor contributors on the following projects: Agora (Scala, Javascript): a library of vote-counting algorithms for democratic elections. Mind the Word (Javascript, HTML, CSS): a browser extension that helps users to learn new languages. Crowd Alert (React-Native, Expo, Jest): a cross-platform mobile application that allows users to post and view incidents around them Carbon Footprint (Javascript, HTML, CSS): a browser extension that raises environmental awareness regarding C02 emissions. Starcross (iOS, C++, OpenGL, Objective-C): Starcross is a hand-held planetarium for your iOS device. Can be used to identify stars, planets, nebulae and more. Social Street Smart (Chrome Extension): Social Street Smart is a Chrome Extension that makes the Internet a more productive place for users. Using algorithms and artificial intelligence, the extension hopes to face the major problems of the modern Internet. Monumento(Mobile Application): to provide users with a unique experience of exploring and learning more about the various monumental structures all around the world within the app. We have a diverse group of mentors, including GSoC students from previous years who decided to become long-term contributors as well as academics with extensive experience in supervising undergraduate, M.Sc. and PhD students on theses and projects, whose results are often published and presented in the most prestigious conferences of our research fields.",https://aossie.org/ideas,"python, javascript, android, flutter, Blockchain","web, machine learning, natural language processing, mobile, backend",https://aossie.gitlab.io/pages/gsoc-details.html,https://summerofcode.withgoogle.com/programs/2022/organizations/aossie
Dart,Dart is a client language for apps on any platform,"The Dart language gives you a fast developer experience and works on any platform. Dart powers hot reload enabling you to make a code change and instantly see results in your running app, and compiles to ARM and x64 machine code enabling quick app startup times for mobile, desktop and the web. Dart powers Flutter, Google’s UI toolkit for building beautiful, natively compiled applications for mobile, web, and desktop from a single codebase.",https://github.com/dart-lang/sdk/blob/main/docs/gsoc/Dart-GSoC-2025-Project-Ideas.md,"flutter, dart","programming languages, mobile apps",https://github.com/dart-lang/sdk/wiki/Dart-GSoC-2024-Project-Ideas,https://summerofcode.withgoogle.com/programs/2022/organizations/dart
GNU Compiler Collection (GCC),GNU compilers,"The GNU Compiler Collection (GCC) is an optimizing compiler produced by the GNU Project supporting various programming languages, hardware architectures and operating systems. It includes front-ends for C, C++, D, Objective-C, Fortran, Ada, and Go, as well as libraries for these languages (such as libgcc and libstdc++). Modula-2, Cobol, Rust, and Algol 68 front-ends are under development too. GCC includes support for OpenMP, OpenACC and Static Analysis.",https://gcc.gnu.org/wiki/SummerOfCode,"c/c++, gnu make, gnu autotools","compilers, developer tools, toolchain, openmp, link time optimization",https://gcc.gnu.org/wiki/SummerOfCode,https://summerofcode.withgoogle.com/programs/2022/organizations/gnu-compiler-collection-gcc
Plone Foundation,"Python-based CMS, with React front-end.","Plone is a Python-based CMS built with workflow and security at the forefront. It is developed by a world-wide community and uses modern technologies and techniques. It comes with a complete API and a React-based frontend. Also home to Guillotina.io, a full stack data framework, and the Zope and ZODB object database.",https://plone.org/community/gsoc/2025,"python, javascript, react","web, cms",,https://summerofcode.withgoogle.com/programs/2022/organizations/plone-foundation
FFmpeg,"Record, convert and stream audio & video","FFmpeg is the leading multimedia framework, able to decode, encode, transcode, mux, demux, stream, filter and play pretty much anything that humans and machines have created. It supports the most obscure ancient formats up to the cutting edge. No matter if they were designed by some standards committee, the community or a corporation. It is also highly portable: FFmpeg compiles, runs, and passes our testing infrastructure FATE across Linux, Mac OS X, Microsoft.",https://trac.ffmpeg.org/wiki/SponsoringPrograms/GSoC/2025,"c, git, asm","audio, video, subtitles, multimedia",https://trac.ffmpeg.org/wiki/SponsoringPrograms/GSoC/2024,https://summerofcode.withgoogle.com/programs/2022/organizations/ffmpeg
coreboot,"Fast, secure and flexible BIOS firmware","coreboot provides a fast, reliable, secure, and predictable boot-firmware solution for numerous modern and legacy chipsets. There are millions of devices running coreboot, including Google Chromebooks and Chromeboxes, and it runs in many datacenters. In 2021, coreboot.org had over 300 active developers, and over 6000 commits. The coreboot project believes in the principles of Open Source software. It borrows many well known concepts from other Open Source projects: Kconfig, Linux kernel coding style, git repository, and Gerrit for code reviews. coreboot has numerous advantages over other firmware projects. It comes with SoC support available to all developers. The codebase is shared with developers and companies which are helping to improve the SoC and driver-specific implementations. ** Extremely fast ** - coreboot is designed to do the minimum amount necessary and get out of the way. - Desktop and Notebooks boot up in 400ms - 2.5s. - Server boot time can be as low as a quarter of the OEM BIOS boot time. ** Flexible and customizable ** - Because coreboot only does hardware init, then jumps to a payload to continue, it is very flexible. - GPLv2 licensed core. Payloads can be proprietary and we offer a BSD licensed support library. coreboot provides ready-to-build payloads like UEFI, SeaBIOS, U-Boot, Grub2 and many more. - Recovery Mode based on multiple copies of the firmware which can be updated independently. - Integrity of stages and binaries in coreboot can be easily verified. - Designed for security by default. - Uses a minimal trusted computing base for each platform which is easily auditable, helping to guarantee security. As coreboot is Open Source, anyone can check the codebase. ** Debugging ** - There are multiple ways to extract the boot log, from classic serial to EHCI debug, even over the pc-speaker. - GDB Stub support via serial. - In memory console log support. - Tracing functions and other exotic features are supported.",https://doc.coreboot.org/contributing/project_ideas.html,"c, assembly, arm, x86","hardware, drivers, firmware, boot loader, BIOS",https://doc.coreboot.org/contributing/gsoc.html,https://summerofcode.withgoogle.com/programs/2022/organizations/coreboot
Society for Arts and Technology (SAT),Technological tools for creativity and industry,"The Society for Arts and Technology [SAT] is a non-profit organization recognized internationally for developing and creatively using immersive technologies, computer vision, embedded systems, and connectivity tools. Founded in 1996, its triple mission as a center for the arts, training and research, is to enable and host teleimmersive multisensorial experiences. SAT creates open-source tools for pose detection, orchestration, gestural control, interaction, tele-copresence, audio spatialization, haptic feedback, and immersive multisensory multimedia authoring.",https://sat-mtl.gitlab.io/collaborations/google-summer-of-code/categories/ideas/,"python, javascript, c++, qt, esp32","computer vision, graphics, multimedia, Telepresence, digital arts",https://sat-mtl.gitlab.io/collaborations/google-summer-of-code/posts/2025-share/,https://summerofcode.withgoogle.com/programs/2022/organizations/society-for-arts-and-technology-sat
Gentoo Foundation,"A flexible, source-based Linux distribution.","Every user has work they need to do. The goal of Gentoo is to design tools and systems that allow a user to do that work as pleasantly and efficiently as possible, as they see fit. Our tools should be a joy to use, and should help the user to appreciate the richness of the Linux and free software community, and the flexibility of free software. This is only possible when the tool is designed to reflect and transmit the will of the user, and leave the possibilities open as to the final form of the raw materials (the source code.) If the tool forces the user to do things a particular way, then the tool is working against, rather than for, the user. We have all experienced situations where tools seem to be imposing their respective wills on us. This is backwards, and contrary to the Gentoo philosophy. Put another way, the Gentoo philosophy is to create better tools. When a tool is doing its job perfectly, you might not even be very aware of its presence, because it does not interfere and make its presence known, nor does it force you to interact with it when you don’t want it to. The tool serves the user rather than the user serving the tool. The goal of Gentoo is to strive to create near-ideal tools. Tools that can accommodate the needs of many different users all with divergent goals. Don’t you love it when you find a tool that does exactly what you want to do? Doesn’t it feel great? Our mission is to give that sensation to as many people as possible.",https://wiki.gentoo.org/wiki/Google_Summer_of_Code/2024/Ideas,"c, python, shell, linux, bash","operating systems, security, embedded, init, package",https://wiki.gentoo.org/wiki/Google_Summer_of_Code/2023/Application_Guidelines,https://summerofcode.withgoogle.com/programs/2022/organizations/gentoo-foundation
Machine Learning for Science (ML4SCI),Machine learning applications in science,"Machine Learning for Science (ML4SCI) is an umbrella organization for machine learning-related projects in science. ML4SCI brings together researchers from universities and scientific laboratories with motivated students to join existing scientific collaborations and contribute to cutting edge science projects across a wide variety of disciplines. Students work on existing problems to develop new machine learning-based approaches and produce open source code that directly contributes to solving these scientific challenges. ML4SCI currently includes projects from a variety of fields. For example, some of them explore the uses of machine learning for particle reconstruction and classification in high-energy physics, deep learning-based searches for dark matter in astrophysics, applications of machine learning techniques to data returned from planetary science missions, applications of quantum machine learning to science, and others. Machine learning ideas and approaches can be broadly applicable and transferable across the scientific domains. The goals of ML4SCI projects are to grow the open-source community in machine learning for science by addressing important scientific challenges and transferring the knowledge and tools of machine learning across the disciplines. We look forward to your applications!",https://ml4sci.org/,"python, machine learning, c++, data analysis, artificial intelligence","machine learning, science and medicine, algorithms, physics, astronomy",,https://summerofcode.withgoogle.com/programs/2022/organizations/machine-learning-for-science-ml4sci
Wellcome Sanger Tree of Life,Genome analysis for all species,"Two scientific units of the Sanger Institute are focusing their effort on non-human genomics, encompassing all organisms on Earth. The Tree of Life programme is generating high-quality reference genome assemblies for thousands of species, and releasing them to the community to help decipher genome function and organisation, and improve our understanding of biodiversity. Novel software and methods are required for the processing of this vast amount of data. The Genomic Surveillance Unit improves global human health by accelerating the use and impact of genomic surveillance, for instance to fight malaria. It delivers products, tools, and services that empower public health partners to add genomic information to decision-making.",https://docs.google.com/document/d/1dRHwnHAXlwQbRDstnd0OZTDJYA9cTsl1jG_hOempqII/edit?usp=sharing,"python, machine learning, natural language processing, nextflow, Cloud Storage","machine learning, genomics, bioinformatics, genome analysis",https://docs.google.com/document/d/1dRHwnHAXlwQbRDstnd0OZTDJYA9cTsl1jG_hOempqII/edit?usp=sharing,https://summerofcode.withgoogle.com/programs/2022/organizations/wellcome-sanger-institute
SCoRe Lab,SCORE Lab develops FOSS softwares for everyone!!!,"The SCORE Lab has conducted research covering various aspects of security, artificial intelligence, mobile applications, cloud, blockchain and software tools. The goal of our research is to generate computing solutions by identifying low-cost methodologies and strategies that lead to sustainability. At present, the SCORE Lab is at a stage of its evolution in which it has been able to secure high donor confidence as evidenced by simultaneous foreign-funded projects. SCORE Lab studies and produces sustainable computing solutions with respect to low-cost computing and communication foundations in the developing and emerging regions in the world. We have developed several affordable and sustainable ICT solutions especially focusing on the requirements in the developing region. These solutions are briefly described in the projects section.",https://github.com/scorelab,"python, java, go, nodejs, reactjs","security, machine learning, cloud, ai",https://docs.google.com/document/d/e/2PACX-1vREmzfBRMW1QmehqstK9v094j1t6IvPA5qbvj8MOV7x2wQETcn-AsnhzCaOuO12ltltwBh_cpoRj7pi/pub,https://summerofcode.withgoogle.com/programs/2022/organizations/score-lab
TensorFlow,TensorFlow is a ML framework for everyone.,"TensorFlow is an open-source machine learning framework for everyone. Originally developed by Google, TensorFlow now has >1,000 contributors from all around the world. TensorFlow supports multiple programming languages and applications, including Python, mobile, and web.",https://docs.google.com/document/d/1fLDLwIhnwDUz3uUV8RyUZiOlmTN9Uzy5ZuvI8iDDFf8/edit#,"machine learning, tensorflow, ai, Jax, keras","education, research, machine learning",,https://summerofcode.withgoogle.com/programs/2022/organizations/tensorflow
OSGeo (Open Source Geospatial Foundation),The Open Source Geospatial Foundation,"The Open Source Geospatial Foundation (OSGeo) is a not-for-profit organization whose mission is to foster global adoption of open geospatial technology by being an inclusive software foundation devoted to an open philosophy and participatory community-driven development.

OSGeo serves as an umbrella organization for the Open Source Geospatial community in general and several code projects in particular:
* Web Mapping: deegree, geomajas, GeoMOOSE, GeoServer, Mapbender, MapFish, MapGuide Open Source, MapServer, OpenLayers.
* Desktop Applications: GRASS GIS, gvSIG, Marble, QGIS.
* Geospatial Libraries: FDO, GDAL/OGR, GEOS, GeoTools, OSSIM, PostGIS.
* Metadata Catalogues: GeoNetwork, pycsw.
* Content Management Systems: GeoNode.
* Community Projects: pgRouting, istSOS, MetaCRS, Opticks, Orfeo ToolBox (OTB), PyWPS, Team Engine, ZOO-Project.
* Other (non-code) Projects: GeoForAll (Education and Curriculum), OSGeoLive DVD, Public Geospatial Data.

We host regional and international FOSS4G conferences with typical attendance of 500-1100+ geospatial developers, industry and government leaders, and researchers. Our mailing lists collectively go out to ~ 30,000 unique subscribers.",https://wiki.osgeo.org/wiki/Google_Summer_of_Code_2025_Ideas,"c, python, javascript, java, c++","open science, gis, citizen science, geolocation, mapping",https://wiki.osgeo.org/wiki/Google_Summer_of_Code_Recommendations_for_Students,https://summerofcode.withgoogle.com/programs/2022/organizations/osgeo-open-source-geospatial-foundation
